Priority,Section,English Title,Hebrew Title,Transliterated Title,Title Variants,Categories,Text Structure,Ready for Upload?,Length
,67.7,"Mishneh Torah, Vessels","משנה תורה, הלכות כלים",,"Mishneh Torah, Vessels, Mishneh Torah, Kelim, Rambam, Vessels, Rambam, Kelim, משנה תורה, הלכות כלים, רמב""ם, הלכות כלים, Mishneh Torah, Laws of Vessels, Rambam, Laws of Vessels, Mishneh Torah, Hilchot Kelim, Rambam, Hilchot Kelim","Mishneh Torah, Sefer Taharah","Chapter, Halacha",,28
,68.8,"Mishneh Torah, Immersion Pools","משנה תורה, הלכות מקואות",,"Mishneh Torah, Immersion Pools, Mishneh Torah, Mikvot, Rambam, Immersion Pools, Rambam, Mikvot, משנה תורה, הלכות מקואות, רמב""ם, הלכות מקואות, Mishneh Torah, Laws of Immersion Pools, Rambam, Laws of Immersion Pools, Mishneh Torah, Hilchot Mikvot, Rambam, Hilchot Mikvot","Mishneh Torah, Sefer Taharah","Chapter, Halacha",,11
,69.1,"Mishneh Torah, Damages to Property","משנה תורה, הלכות נזקי ממון",,"Mishneh Torah, Damages to Property, Mishneh Torah, Hilchot Nizkei Mammon, Rambam, Damages to Property, Rambam, Hilchot Nizkei Mammon, משנה תורה, הלכות נזקי ממון, רמב""ם, הלכות נזקי ממון, Mishneh Torah, Laws of Damages to Property, Rambam, Laws of Damages to Property, Mishneh Torah, Hilchot Hilchot Nizkei Mammon, Rambam, Hilchot Hilchot Nizkei Mammon","Mishneh Torah, Sefer Nezikim","Chapter, Halacha",,14
,70.2,"Mishneh Torah, Theft","משנה תורה, הלכות גניבה",,"Mishneh Torah, Theft, Mishneh Torah, Genevah, Rambam, Theft, Rambam, Genevah, משנה תורה, הלכות גניבה, רמב""ם, הלכות גניבה, Mishneh Torah, Laws of Theft, Rambam, Laws of Theft, Mishneh Torah, Hilchot Genevah, Rambam, Hilchot Genevah","Mishneh Torah, Sefer Nezikim","Chapter, Halacha",,9
,71.3,"Mishneh Torah, Robbery and Lost Property","משנה תורה, הלכות גזילה ואבידה",,"Mishneh Torah, Robbery and Lost Property, Mishneh Torah, Gezelah va'Avedah, Rambam, Robbery and Lost Property, Rambam, Gezelah va'Avedah, משנה תורה, הלכות גזילה ואבידה, רמב""ם, הלכות גזילה ואבידה, Mishneh Torah, Laws of Robbery and Lost Property, Rambam, Laws of Robbery and Lost Property, Mishneh Torah, Hilchot Gezelah va'Avedah, Rambam, Hilchot Gezelah va'Avedah","Mishneh Torah, Sefer Nezikim","Chapter, Halacha",,18
,72.4,"Mishneh Torah, One Who Injures a Person or Property","משנה תורה, הלכות חובל ומזיק",,"Mishneh Torah, One Who Injures a Person or Property, Mishneh Torah, Chovel uMazzik, Rambam, One Who Injures a Person or Property, Rambam, Chovel uMazzik, משנה תורה, הלכות חובל ומזיק, רמב""ם, הלכות חובל ומזיק, Mishneh Torah, Laws of One Who Injures a Person or Property, Rambam, Laws of One Who Injures a Person or Property, Mishneh Torah, Hilchot Chovel uMazzik, Rambam, Hilchot Chovel uMazzik","Mishneh Torah, Sefer Nezikim","Chapter, Halacha",,8
,73.5,"Mishneh Torah, Murderer and the Preservation of Life","משנה תורה, הלכות רוצח ושמירת נפש",,"Mishneh Torah, Murderer and the Preservation of Life, Mishneh Torah, Rotseah uShmirat Nefesh, Rambam, Murderer and the Preservation of Life, Rambam, Rotseah uShmirat Nefesh, משנה תורה, הלכות רוצח ושמירת נפש, רמב""ם, הלכות רוצח ושמירת נפש, Mishneh Torah, Laws of Murderer and the Preservation of Life, Rambam, Laws of Murderer and the Preservation of Life, Mishneh Torah, Hilchot Rotseah uShmirat Nefesh, Rambam, Hilchot Rotseah uShmirat Nefesh","Mishneh Torah, Sefer Nezikim","Chapter, Halacha",,13
,,Moo,,,Moo,Midrash,"Chapter, Verse",,
,74.1,"Mishneh Torah, Sales","משנה תורה, הלכות מכירה",,"Mishneh Torah, Sales, Mishneh Torah, Mechirah, Rambam, Sales, Rambam, Mechirah, משנה תורה, הלכות מכירה, רמב""ם, הלכות מכירה, Mishneh Torah, Laws of Sales, Rambam, Laws of Sales, Mishneh Torah, Hilchot Mechirah, Rambam, Hilchot Mechirah","Mishneh Torah, Sefer Kinyan","Chapter, Halacha",,30
,75.2,"Mishneh Torah, Ownerless Property and Gifts","משנה תורה, הלכות זכייה ומתנה",,"Mishneh Torah, Ownerless Property and Gifts, Mishneh Torah, Zechiyah uMattanah, Rambam, Ownerless Property and Gifts, Rambam, Zechiyah uMattanah, משנה תורה, הלכות זכייה ומתנה, רמב""ם, הלכות זכייה ומתנה, Mishneh Torah, Laws of Ownerless Property and Gifts, Rambam, Laws of Ownerless Property and Gifts, Mishneh Torah, Hilchot Zechiyah uMattanah, Rambam, Hilchot Zechiyah uMattanah","Mishneh Torah, Sefer Kinyan","Chapter, Halacha",,12
,76.3,"Mishneh Torah, Neighbors","משנה תורה, הלכות שכנים",,"Mishneh Torah, Neighbors, Mishneh Torah, Shechenim, Rambam, Neighbors, Rambam, Shechenim, משנה תורה, הלכות שכנים, רמב""ם, הלכות שכנים, Mishneh Torah, Laws of Neighbors, Rambam, Laws of Neighbors, Mishneh Torah, Hilchot Shechenim, Rambam, Hilchot Shechenim","Mishneh Torah, Sefer Kinyan","Chapter, Halacha",,14
,77.4,"Mishneh Torah, Agents and Partners","משנה תורה, הלכות שלוחין ושותפין",,"Mishneh Torah, Agents and Partners, Mishneh Torah, Sheluchin veShuttafin, Rambam, Agents and Partners, Rambam, Sheluchin veShuttafin, משנה תורה, הלכות שלוחין ושותפין, רמב""ם, הלכות שלוחין ושותפין, Mishneh Torah, Laws of Agents and Partners, Rambam, Laws of Agents and Partners, Mishneh Torah, Hilchot Sheluchin veShuttafin, Rambam, Hilchot Sheluchin veShuttafin","Mishneh Torah, Sefer Kinyan","Chapter, Halacha",,10
,78.5,"Mishneh Torah, Slaves","משנה תורה, הלכות עבדים",,"Mishneh Torah, Slaves, Mishneh Torah, Avadim, Rambam, Slaves, Rambam, Avadim, משנה תורה, הלכות עבדים, רמב""ם, הלכות עבדים, Mishneh Torah, Laws of Slaves, Rambam, Laws of Slaves, Mishneh Torah, Hilchot Avadim, Rambam, Hilchot Avadim","Mishneh Torah, Sefer Kinyan","Chapter, Halacha",,9
,79.1,"Mishneh Torah, Hiring","משנה תורה, הלכות שכירות",,"Mishneh Torah, Hiring, Mishneh Torah, Sechirut, Rambam, Hiring, Rambam, Sechirut, משנה תורה, הלכות שכירות, רמב""ם, הלכות שכירות, Mishneh Torah, Laws of Hiring, Rambam, Laws of Hiring, Mishneh Torah, Hilchot Sechirut, Rambam, Hilchot Sechirut","Mishneh Torah, Sefer Mishpatim","Chapter, Halacha",,13
,80.2,"Mishneh Torah, Borrowing and Deposit","משנה תורה, הלכות שאלה ופיקדון",,"Mishneh Torah, Borrowing and Deposit, Mishneh Torah, She'elah uFikkadon, Rambam, Borrowing and Deposit, Rambam, She'elah uFikkadon, משנה תורה, הלכות שאלה ופיקדון, רמב""ם, הלכות שאלה ופיקדון, Mishneh Torah, Laws of Borrowing and Deposit, Rambam, Laws of Borrowing and Deposit, Mishneh Torah, Hilchot She'elah uFikkadon, Rambam, Hilchot She'elah uFikkadon","Mishneh Torah, Sefer Mishpatim","Chapter, Halacha",,8
,81.3,"Mishneh Torah, Creditor and Debtor","משנה תורה, הלכות מלווה ולווה",,"Mishneh Torah, Creditor and Debtor, Mishneh Torah, To`en veNit`an, Rambam, Creditor and Debtor, Rambam, To`en veNit`an, משנה תורה, הלכות מלווה ולווה, רמב""ם, הלכות מלווה ולווה, Mishneh Torah, Laws of Creditor and Debtor, Rambam, Laws of Creditor and Debtor, Mishneh Torah, Hilchot To`en veNit`an, Rambam, Hilchot To`en veNit`an","Mishneh Torah, Sefer Mishpatim","Chapter, Halacha",,27
,82.4,"Mishneh Torah, Plaintiff and Defendant","משנה תורה, הלכות טוען ונטען",,"Mishneh Torah, Plaintiff and Defendant, Mishneh Torah, Nehalot, Rambam, Plaintiff and Defendant, Rambam, Nehalot, משנה תורה, הלכות טוען ונטען, רמב""ם, הלכות טוען ונטען, Mishneh Torah, Laws of Plaintiff and Defendant, Rambam, Laws of Plaintiff and Defendant, Mishneh Torah, Hilchot Nehalot, Rambam, Hilchot Nehalot","Mishneh Torah, Sefer Mishpatim","Chapter, Halacha",,16
,83.5,"Mishneh Torah, Inheritances","משנה תורה, הלכות נחלות",,"Mishneh Torah, Inheritances, Mishneh Torah, Malveh veLoveh, Rambam, Inheritances, Rambam, Malveh veLoveh, משנה תורה, הלכות נחלות, רמב""ם, הלכות נחלות, Mishneh Torah, Laws of Inheritances, Rambam, Laws of Inheritances, Mishneh Torah, Hilchot Malveh veLoveh, Rambam, Hilchot Malveh veLoveh","Mishneh Torah, Sefer Mishpatim","Chapter, Halacha",,11
,84.1,"Mishneh Torah, The Sanhedrin and the Penalties within their Jurisdiction","משנה תורה, הלכות סנהדרין והעונשין המסורין להם",,"Mishneh Torah, The Sanhedrin and the Penalties within their Jurisdiction, Mishneh Torah, Sanhedrin veha'Onashin haMesurin lahem, Rambam, The Sanhedrin and the Penalties within their Jurisdiction, Rambam, Sanhedrin veha'Onashin haMesurin lahem, משנה תורה, הלכות סנהדרין והעונשין המסורין להם, רמב""ם, הלכות סנהדרין והעונשין המסורין להם, Mishneh Torah, Laws of The Sanhedrin and the Penalties within their Jurisdiction, Rambam, Laws of The Sanhedrin and the Penalties within their Jurisdiction, Mishneh Torah, Hilchot Sanhedrin veha'Onashin haMesurin lahem, Rambam, Hilchot Sanhedrin veha'Onashin haMesurin lahem","Mishneh Torah, Sefer Shoftim","Chapter, Halacha",,26
,85.2,"Mishneh Torah, Testimony","משנה תורה, הלכות עדות",,"Mishneh Torah, Testimony, Mishneh Torah, Edut, Rambam, Testimony, Rambam, Edut, משנה תורה, הלכות עדות, רמב""ם, הלכות עדות, Mishneh Torah, Laws of Testimony, Rambam, Laws of Testimony, Mishneh Torah, Hilchot Edut, Rambam, Hilchot Edut","Mishneh Torah, Sefer Shoftim","Chapter, Halacha",,22
,86.3,"Mishneh Torah, Rebels","משנה תורה, הלכות ממרים",,"Mishneh Torah, Rebels, Mishneh Torah, Mamrim, Rambam, Rebels, Rambam, Mamrim, משנה תורה, הלכות ממרים, רמב""ם, הלכות ממרים, Mishneh Torah, Laws of Rebels, Rambam, Laws of Rebels, Mishneh Torah, Hilchot Mamrim, Rambam, Hilchot Mamrim","Mishneh Torah, Sefer Shoftim","Chapter, Halacha",,7
,87.4,"Mishneh Torah, Mourning","משנה תורה, הלכות אבל",,"Mishneh Torah, Mourning, Mishneh Torah, Avel, Rambam, Mourning, Rambam, Avel, משנה תורה, הלכות אבל, רמב""ם, הלכות אבל, Mishneh Torah, Laws of Mourning, Rambam, Laws of Mourning, Mishneh Torah, Hilchot Avel, Rambam, Hilchot Avel","Mishneh Torah, Sefer Shoftim","Chapter, Halacha",,14
,88.5,"Mishneh Torah, Kings and Wars","משנה תורה, הלכות מלכים ומלחמות",,"Mishneh Torah, Kings and Wars, Mishneh Torah, Melachim uMilchamot, Rambam, Kings and Wars, Rambam, Melachim uMilchamot, משנה תורה, הלכות מלכים ומלחמות, רמב""ם, הלכות מלכים ומלחמות, Mishneh Torah, Laws of Kings and Wars, Rambam, Laws of Kings and Wars, Mishneh Torah, Hilchot Melachim uMilchamot, Rambam, Hilchot Melachim uMilchamot","Mishneh Torah, Sefer Shoftim","Chapter, Halacha",,12
,,Netivot Olam,נתיבות עולם,,Netivot Olam,Philosophy,"Path, Chapter, Paragraph",,
,,Tanya,תניא,,"Tanya, Tanya, Likutei Amarim, ספר של בינונים, לקוטי אמרים, Sefer shel Beinonim",Chasidut,"Section, Chapter, Paragraph, Sentence",,
,,Da'at Mikreh,דעת מקרא,,"Da'at Mikreh, Rabbi Yehuda Kil",Commentary,"Chapter, Verse",,
,,Rabbi Nosson Scherman,,,Rabbi Nosson Scherman,Commentary,"14, 20",,
,,Yalkut Shimoni,ילקוט שמעוני,,Yalkut Shimoni,Commentary,", ",,
,,Mishna Berura,משנה ברורה,,"Mishna Berura, Mishna Berura, Mishnah Berurah",Halacha,"Siman, Seif Katan",,
,,Arbaah Turim,ארבעה טורים,,"Arbaah Turim, Arbaah Turim, Arba'ah Turim, Tur",Halacha,"Chelek, Siman, Seif",,
,,Beit Yosef,בית יוסף,,Beit Yosef,Commentary,", ",,
,,Magen Avraham,מגן אברהם,,Magen Avraham,Halacha,"Chelek, Siman, Se'if",,
,,Sefer Abudraham,ספר אבודרהם ,,"Sefer Abudraham, Sefer Abudirham, חיבור פירוש הברכות והתפילות",Commentary,", ",,
,,Sefer Abudraham ,ספר אבודרהם,,"Sefer Abudraham , Sefer Abudirham, ספר הברכות והתפילות",Commentary,", ",,
,,Ritva,"חידושי הריטב""א",,Ritva,Commentary,", ",,
,,Sefer Hasidim,ספר חסידים,,Sefer Hasidim,Early Jewish Thought,"Chapter, ",,
,,Pachad Yitzchak,פחד יצחק,,Pachad Yitzchak,Modern,"volume, article, section",,
,,Ohalei Chaim,,,אהלי חיים,Commentary,", ",,
,,Chovot Halevavot,חובות הלבבות,,"Chovot Halevavot, Duties of the Heart",Philosophy,"Section, Chapter, Paragraph",,
,,Yalkut Yosef,,,"Yalkut Yosef, ילקוט יוסף",Halacha,"Siman, Seif",,
,,Messilat Yesharim,מסילת ישרים,,"Messilat Yesharim, Messilat Yesharim, Mesillas Yeshorim, Path of the Just",Musar,"Perek, ",,
,,Aruch HaShulchan,ערוך השולחן,,Aruch HaShulchan,Halacha,"Book, Chapter, Paragraph",,
,,Meshech Chochma,משך חכמה,,Meshech Chochma,Commentary,"Sefer, Parsha, Perek, Pasuk",,
,,Kolbo,כלבו,,"Kolbo, Kolbo",Halacha,Chapter,,
,,Responsa Chatam Sofer,"שו""ת חתם סופר",,Responsa Chatam Sofer,Responsa,"Section, Chapter",,
,,Chofetz Chaim,חָפֵץ חַיִּים,,"Chofetz Chaim, Chofetz Chaim, Chafetz Chaim",Halacha,"Chapter, Law",,
,,Be'er Mayim Chaim,באר מים חייים,,"Be'er Mayim Chaim, Be'er Mayim Chaim",Halacha,"Chapter, Reference",,
,11,Sifra,ספרא,,"Sifra, Sifra, Torat Cohanim",Midrash,"Torah Portion, Parsha",,
,,Mishneh Berurah,משנה ברורה,,Mishneh Berurah,Halacha,"Chapter, Paragraph",,
,,Simla Chadasha,שמלה חדשה,,"Simla Chadasha, Simlah Chadasha",Halacha,"Siman, Se'if",,
,,Tosefta Berakhot,תוספתא ברכות,,"Tosefta Berakhot, Tosefta Berakhot, Tosefta B'rachot, Tosefta Brachot",Tosefta,"Chapter, Tosefta",,
,,Targum Onkelos Numbers,,,Targum Onkelos Numbers,Targum,"Chapter, Verse",,
,,Tosefta Pei'ah,,,Tosefta Pei'ah,Tosefta,"Chapter, Tosefta",,
,,Sefer HaQanah,ספר הקנה,,Sefer HaQanah,Kabbalah,"ד""ה, ",,
,,Mei HaShiloach,מי השלוח,,Mei HaShiloach,Commentary,,,
,,Bartenura,רבי עובדיה מברטנורא,,Bartenura,Commentary,", ",,
,,Tosefta Dem'ai,,,Tosefta Dem'ai,Tosefta,"Chapter, Tosefta",,
,,Tosefta Kilayim 1,,,Tosefta Kilayim 1,Tosefta,"Chapter, Tosefta",,
,,Tosefta Kilayim ,,,Tosefta Kilayim ,Tosefta,"Chapter, Tosefta",,
,,Tosefta Shvi'it,,,Tosefta Shvi'it,Tosefta,"Chapter, Tosefta",,
,,Tosefta Terumot,,,Tosefta Terumot,Tosefta,"Chapter, Tosefta",,
,,Bartenura Avot 2:1,,,Bartenura Avot 2:1,Commentary,"2, 1",,
,,Shulchan Aruch HaRav,שולחן ערוך הרב,,Shulchan Aruch HaRav,Halacha,"Book, Chapter, Section, Siman",,
,,Sefer Kuzari,ספר הכוזרי,,"Sefer Kuzari, Sefer Kuzari, Sefer HaKuzari, Kitab al Khazari, Hakuzari",Philosophy,"Essay, Statement",,
,,Tosefta Maasrot,,,Tosefta Maasrot,Tosefta,"Chapter, Tosefta",,
,,Tosefta Maaser Sheini,,,Tosefta Maaser Sheini,Tosefta,"Chapter, Tosefta",,
,,Tosefta Challah,,,Tosefta Challah,Tosefta,"Chapter, Tosefta",,
,,Tosefta Orlah,,,Tosefta Orlah,Tosefta,"Chapter, Tosefta",,
,,Tosefta Kilayim,,,Tosefta Kilayim,Tosefta,"Chapter, Tosefta",,
,,Shem Mishmuel,,,Shem Mishmuel,Chasidut,"parsha, year",,
,,Sefat Emet: An Anthology from the Works of the Holy Genius on the Order of Prayer-Weekdays,"שפת אמת: ליקוט מספרי הגה""ק בעל ה'שפת אמת' על סדר התפילה—ימות החול",,"Sefat Emet: An Anthology from the Works of the Holy Genius on the Order of Prayer—Weekdays, Sefat Emet Al HaTefillah, Sefat Emet Al HaTefillah—Yemot HaChol, שפת אמת על התפילה, שפת אמת על התפילה—ימות החול",Chasidut,"Volume, Page",,
,,Sefer Shel Benonim,ספר של בינונים,,"Sefer Shel Benonim, Sefer Shel Benonim",Chasidut,"Chapter, Sentence",,
,,Tosefta Bikkurim,,,Tosefta Bikkurim,Tosefta,"Chapter, Tosefta",,
,,Tosefta Shabbat,,,Tosefta Shabbat,Tosefta,"Chapter, Tosefta",,
,,Tosefta Eruvin,,,Tosefta Eruvin,Tosefta,"Chapter, Tosefta",,
,,Tosefta Pesachim,,,Tosefta Pesachim,Tosefta,"Chapter, Tosefta",,
,,Tosefta Shekalim,,,Tosefta Shekalim,Tosefta,"Chapter, Tosefta",,
,,Tosefta Yoma,,,Tosefta Yoma,Tosefta,"Chapter, Tosefta",,
,,Tosefta Sukkah,,,Tosefta Sukkah,Tosefta,"Chapter, Tosefta",,
,,Sefer HaChinukh,ספר החינוך,,"Sefer HaChinukh, Sefer HaChinukh, Sefer HaHinuch",Halacha,"Mitzvah, ",,
,,Targum Jonathan on Genesis,תרגום יונתן על בראשית,,Targum Jonathan on Genesis,Targum,"Chapter, Verse",,
,12,Midrash on Proverbs,,,"Midrash on Proverbs, Midrash on Proverbs",Midrash,"Chapter, Paragraph",,
,,Shir HaKavod,שיר הכבוד,,Shir HaKavod,Piyutim,"Line, ",,
,,Rabbi Ovadiah of Bartenurah,ר' עובדיה מברטנורא,,Rabbi Ovadiah of Bartenurah,Commentary,", ",,
,,Chiddushei HaRim Al HaTorah,"חידושי הרי""מ על התורה",,"Chiddushei HaRim Al HaTorah, חידושי הרי, חדושי הרי, חדושי הרי, חדושי הרי, חידושי הרי, חידושי הרי, חדושי הרי, Chiddushei HaRim, Chidushei HaRim, Chidushei HaRim Al HaTorah, Hidushei HaRim Al HaTorah, Hiddushei HaRim Al HaTorah, Hidushei HaRim, Hiddushei HaRim",Chasidut,"Subject, Page, ",,
,,Rabbi Jonathan Sacks on Strength and Courage,,,Rabbi Jonathan Sacks on Strength and Courage,Commentary,", ",,
,,Rabbi Jonathan Sacks on 31:7,,,"Rabbi Jonathan Sacks on 31:7, Leadership: consensus or command?  Nitzavim-Vayelech - 24 September 2011 - 25 Elul 5771",Commentary,", ",,
,,Tosefta Yevamot 1:13,,,Tosefta Yevamot 1:13,Tosefta,"1, 13",,
,,Or Yisrael,אור ישראל,,"Or Yisrael, כוכבי אור",Musar,"page 174, ",,
,,Al HaTeshuva,,,Al HaTeshuva,Modern,"1, 1",,
,,Labor,הלכות שכירות,,"Labor, Hilchot Sechirot",Mishneh Torah,"13, 7",,
,,Baal HaTurim 12:1,בעל הטורים יב:א,,Baal HaTurim 12:1,Commentary,", ",,
,,Sefer haarouch,ספר הערוך,,Sefer haarouch,dictionary,"alphabetic letter, list into letter",,
,,Minchat Hinuch,,,Minchat Hinuch,Targum,"80, ",,
,,Hirsch,Tzayad b'piv,,Hirsch,Commentary,", ",,
,,Mekhilta,מכילתא,,"Mekhilta, Mekhilta",Midrash,"Perek, Pasuk, Paragraph",,
,,Orot HaKodesh,אורות הקודש,,"Orot HaKodesh, Orot HaKodesh, Orot Hakodesh",Philosophy,"Volume, Section, Teaching, ",,
,,Shmonah Kevatzim,שמונה קבצים,,"Shmonah Kevatzim, Shemonah Kevatzim, Shemonah Kvatzim, Shmonah Kevatzim",Philosophy,"Kovetz, Teaching",,
,,Hilchot Talmud Torah 1:1,הלכות תלמוד תורה א:א,,Hilchot Talmud Torah 1:1,Mishneh Torah,"פרק, ",,
,,Shalom alechem,,,Shalom alechem,Liturgy,"1, 1",,
,,Rav Hirsche,,,Rav Hirsche,Commentary,"20, 3",,
,,Ba'al Shem Tov on the Torah,בעל שם טוב על התורה,,"Ba'al Shem Tov on the Torah, Ba'al Shem Tov on the Torah",Chasidut,"Parshah, Siman",,
,,Mekor Mayyim Hayyim,מקור מים חיים,,Mekor Mayyim Hayyim,Chasidut,"Parshah, Siman Katan",,
,,Test Test,טסט טסט,,Test Test,Testing Texts,"Parashah, Torah",,
,,Test Toast,טסט טואסט,,Test Toast,Testing Texts,"Parashah, Torah, Section",,
,,Me'or Einayim,מאור עיניים,,Me'or Einayim,Chasidut,"Parashah, Torah, Section",,
,,Yosef Ometz (R. Hayyim Yosef David Azulai) ,,,Yosef Ometz (R. Hayyim Yosef David Azulai) ,Responsa,"82, ",,
,,Sforno on Exodus 7:4,,,Sforno on Exodus 7:4,Commentary,", ",,
